name,abilities,against_bug,against_dark,against_dragon,against_electric,against_fairy,against_fight,against_fire,against_flying,against_ghost,against_grass,against_ground,against_ice,against_normal,against_poison,against_psychic,against_rock,against_steel,against_water,count0,count0.25,count0.5,count1,count2,Count4,Combined_score_1,attack,defense,base_happiness,hp,special_attack,special_defense,speed,capture_rate,cap_rate_normalized,Combined_score_2,classfication,experience_growth,height,japanese_name,percentage_male,pokedex_number,type1,type2,weight_kg,generation,is_legendary
Breloom,"['Effect Spore', 'Poison Heal', 'Technician']",1,0.5,1,0.5,2,1,2,4,1,0.5,0.5,2,1,2,2,0.5,1,0.5,0,0,6,6,5,1,83,130,80,70,60,60,60,70,90,51.17072191,536.667,Mushroom Pokémon,1640000,1.2,Kinogassaキノガッサ,50,286,grass,fighting,39.2,3,0
Slakoth,['Truant'],1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,16,1,0,98,60,60,70,60,35,35,30,255,41.55343044,352.353,Slacker Pokémon,1250000,0.8,Namakeroナマケロ,50,287,normal,,24,3,0
Vigoroth,['Vital Spirit'],1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,16,1,0,98,80,80,70,80,55,55,90,120,48.09585513,515,Wild Monkey Pokémon,1250000,1.4,Yarukimonoヤルキモノ,50,288,normal,,46.5,3,0
Slaking,['Truant'],1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,16,1,0,98,160,100,70,150,95,65,100,45,60.48829123,753.333,Lazy Pokémon,1250000,2,Kekkingケッキング,50,289,normal,,130.5,3,0
Nincada,"['Compoundeyes', 'Run Away']",1,1,1,0,1,0.5,2,2,1,1,0.5,2,1,0.5,1,1,1,2,1,0,3,10,4,0,104,45,90,70,31,30,30,40,255,41.55343044,338.353,Trainee Pokémon,600000,0.5,Tutininツチニン,50,290,bug,ground,5.5,3,0
Ninjask,"['Speed Boost', 'Infiltrator']",0.5,1,1,2,1,0.25,2,2,1,0.25,0,2,1,1,1,4,1,1,1,2,1,9,4,1,117,90,45,70,61,50,50,160,120,48.09585513,531,Ninja Pokémon,600000,0.8,Tekkaninテッカニン,50,291,bug,flying,12,3,0
Shedinja,['Wonder Guard'],0.5,2,1,1,1,0,2,2,2,0.5,0.5,1,0,0.5,1,2,1,1,2,0,4,7,5,0,134,90,45,70,1,30,30,40,45,60.48829123,319.333,Shed Pokémon,600000,0.8,Nukeninヌケニン,,292,bug,ghost,1.2,3,0
Whismur,"['Soundproof', 'Rattled']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,16,1,0,98,51,23,70,64,51,23,28,190,43.88363883,313.158,Whisper Pokémon,1059860,0.6,Gonyonyoゴニョニョ,50,293,normal,,16.3,3,0
Loudred,"['Soundproof', 'Scrappy']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,16,1,0,98,71,43,70,84,71,43,48,120,48.09585513,435,Big Voice Pokémon,1059860,1,Dogohmbドゴーム,50,294,normal,,40.5,3,0
Exploud,"['Soundproof', 'Scrappy']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,16,1,0,98,91,63,70,104,91,73,68,45,60.48829123,573.333,Loud Noise Pokémon,1059860,1.5,Bakuongバクオング,50,295,normal,,84,3,0
Makuhita,"['Thick Fat', 'Guts', 'Sheer Force']",0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,0,0,3,12,3,0,78,60,30,70,72,20,30,25,180,44.34053968,310.333,Guts Pokémon,1640000,1,Makunoshitaマクノシタ,75.4,296,fighting,,86.4,3,0
Hariyama,"['Thick Fat', 'Guts', 'Sheer Force']",0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,0,0,3,12,3,0,78,120,60,70,144,40,60,50,200,43.45879897,547,Arm Thrust Pokémon,1640000,2.3,Hariteyamaハリテヤマ,75.4,297,fighting,,253.8,3,0
Azurill,"['Thick Fat', 'Huge Power', 'Sap Sipper']",0.5,0.5,0,1,1,1,1,1,0,1,1,1,1,2,1,1,2,1,2,0,2,12,2,0,132,20,40,70,50,20,40,20,150,45.95395509,264,Polka Dot Pokémon,800000,0.2,Ruririルリリ,24.6,298,normal,fairy,2,3,0
Nosepass,"['Sturdy', 'Magnet Pull', 'Sand Force']",1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2,0,0,4,9,5,0,78,45,135,70,30,45,90,30,255,41.55343044,447.353,Compass Pokémon,1000000,1,Nosepassノズパス,50,299,rock,,97,3,0
Skitty,"['Cute Charm', 'Normalize', 'Wonder Skin ']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,16,1,0,98,45,45,70,50,35,35,50,255,41.55343044,332.353,Kitten Pokémon,800000,0.6,Enecoエネコ,24.6,300,normal,,11,3,0
Delcatty,"['Cute Charm', 'Normalize', 'Wonder Skin ']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,16,1,0,98,65,65,70,70,55,55,90,60,56.23818558,480,Prim Pokémon,800000,1.1,Enekororoエネコロロ,24.6,301,normal,,32.6,3,0
Sableye,"['Keen Eye', 'Stall', 'Prankster']",1,1,1,1,2,0,1,1,1,1,1,1,0,0.5,0,1,1,1,3,0,1,13,1,0,158,85,125,35,50,85,115,20,45,60.48829123,528.333,Darkness Pokémon,1059860,0.5,Yamiramiヤミラミ,50,302,dark,ghost,11,3,0
Mawile,"['Hyper Cutter', 'Intimidate', 'Sheer Force']",0.25,0.5,0,1,0.5,1,2,0.5,1,0.5,2,0.5,0.5,0,0.5,0.5,1,1,2,1,8,5,2,0,168,105,125,70,50,55,95,50,45,60.48829123,563.333,Deceiver Pokémon,800000,0.6,Kucheatクチート,50,303,steel,fairy,11.5,3,0
Aron,"['Sturdy', 'Rock Head', 'Heavy Metal']",0.5,1,0.5,1,0.5,4,1,0.25,1,1,4,0.5,0.25,0,0.5,0.5,1,2,1,2,6,6,1,2,140,70,100,35,50,40,40,30,180,44.34053968,368.333,Iron Armor Pokémon,1250000,0.4,Cokodoraココドラ,50,304,steel,rock,60,3,0
Lairon,"['Sturdy', 'Rock Head', 'Heavy Metal']",0.5,1,0.5,1,0.5,4,1,0.25,1,1,4,0.5,0.25,0,0.5,0.5,1,2,1,2,6,6,1,2,140,90,140,35,60,50,50,40,90,51.17072191,471.667,Iron Armor Pokémon,1250000,0.9,Kodoraコドラ,50,305,steel,rock,120,3,0
Aggron,"['Sturdy', 'Rock Head', 'Heavy Metal']",0.5,1,0.5,1,0.5,4,1,0.25,1,1,4,0.5,0.25,0,0.5,0.5,1,2,1,2,6,6,1,2,140,140,230,35,70,60,80,50,45,60.48829123,678.333,Iron Armor Pokémon,1250000,2.1,Bossgodoraボスゴドラ,50,306,steel,rock,360,3,0
Meditite,"['Pure Power', 'Telepathy']",1,1,1,1,2,0.5,1,2,2,1,1,1,1,1,1,0.5,1,1,0,0,2,13,3,0,74,40,55,70,30,40,55,60,180,44.34053968,353.333,Meditate Pokémon,1000000,0.6,Asananアサナン,50,307,fighting,psychic,11.2,3,0
Medicham,"['Pure Power', 'Telepathy']",1,1,1,1,2,0.5,1,2,2,1,1,1,1,1,1,0.5,1,1,0,0,2,13,3,0,74,100,85,70,60,80,85,100,90,51.17072191,586.667,Meditate Pokémon,1000000,1.3,Charemチャーレム,50,308,fighting,psychic,31.5,3,0
Electrike,"['Static', 'Lightningrod', 'Minus']",1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,0,0,3,14,1,0,82,45,40,70,40,65,40,65,120,48.09585513,370,Lightning Pokémon,1250000,0.6,Rakuraiラクライ,50,309,electric,,15.2,3,0
Manectric,"['Static', 'Lightningrod', 'Minus']",1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,0,0,3,14,1,0,82,75,80,70,70,135,80,135,45,60.48829123,658.333,Discharge Pokémon,1250000,1.5,Livoltライボルト,50,310,electric,,40.2,3,0
Plusle,"['Plus', 'Lightningrod']",1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,0,0,3,14,1,0,82,50,40,70,60,85,75,95,200,43.45879897,478,Cheering Pokémon,1000000,0.4,Prasleプラスル,50,311,electric,,4.2,3,0
Minun,"['Minus', 'Volt Absorb']",1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,0,0,3,14,1,0,82,40,50,70,60,75,85,95,200,43.45879897,478,Cheering Pokémon,1000000,0.4,Minunマイナン,50,312,electric,,4.2,3,0
Volbeat,"['Illuminate', 'Swarm', 'Prankster']",1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,0,0,3,12,3,0,78,73,75,70,65,47,85,85,150,45.95395509,504,Firefly Pokémon,600000,0.7,Barubeatバルビート,100,313,bug,,17.7,3,0
Illumise,"['Oblivious', 'Tinted Lens', 'Prankster']",1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,0,0,3,12,3,0,78,47,75,70,65,73,85,85,150,45.95395509,504,Firefly Pokémon,1640000,0.6,Illumiseイルミーゼ,0,314,bug,,17.7,3,0
Roselia,"['Natural Cure', 'Poison Point', 'Leaf Guard']",1,1,1,0.5,0.5,0.5,2,2,1,0.25,1,2,1,1,2,1,1,0.5,0,1,4,9,4,0,92,60,45,70,50,100,80,65,150,45.95395509,474,Thorn Pokémon,1059860,0.3,Roseliaロゼリア,50,315,grass,poison,2,3,0
Gulpin,"['Liquid Ooze', 'Sticky Hold', 'Gluttony']",0.5,1,1,1,0.5,0.5,1,1,1,0.5,2,1,1,0.5,2,1,1,1,0,0,5,11,2,0,88,43,53,70,70,43,53,40,225,42.51370769,374.667,Stomach Pokémon,1640000,0.4,Gokulinゴクリン,50,316,poison,,10.3,3,0
Swalot,"['Liquid Ooze', 'Sticky Hold', 'Gluttony']",0.5,1,1,1,0.5,0.5,1,1,1,0.5,2,1,1,0.5,2,1,1,1,0,0,5,11,2,0,88,73,83,70,100,73,83,55,75,53.33159079,545,Poison Bag Pokémon,1640000,1.7,Marunoomマルノーム,50,317,poison,,80,3,0
Carvanha,"['Rough Skin', 'Speed Boost']",2,0.5,1,2,2,2,0.5,1,0.5,2,1,0.5,1,1,0,1,0.5,0.5,1,0,6,6,5,0,114,90,20,35,45,65,20,65,225,42.51370769,342.667,Savage Pokémon,1250000,0.8,Kibanhaキバニア,50,318,water,dark,20.8,3,0
Sharpedo,"['Rough Skin', 'Speed Boost']",2,0.5,1,2,2,2,0.5,1,0.5,2,1,0.5,1,1,0,1,0.5,0.5,1,0,6,6,5,0,114,140,70,35,70,110,65,105,60,56.23818558,605,Brutal Pokémon,1250000,1.8,Samehaderサメハダー,50,319,water,dark,88.8,3,0
Wailmer,"['Water Veil', 'Oblivious', 'Pressure']",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,0,0,4,12,2,0,84,70,35,70,130,70,35,60,125,47.6892186,474.8,Ball Whale Pokémon,1640000,2,Hoerukoホエルコ,50,320,water,,130,3,0
Wailord,"['Water Veil', 'Oblivious', 'Pressure']",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,0,0,4,12,2,0,84,90,45,70,170,90,45,60,60,56.23818558,580,Float Whale Pokémon,1640000,14.5,Whalohホエルオー,50,321,water,,398,3,0
Numel,"['Oblivious', 'Simple', 'Own Tempo']",0.5,1,1,0,0.5,1,0.5,1,1,1,2,1,1,0.5,1,1,0.5,4,1,0,5,10,1,1,115,60,40,70,60,65,45,35,255,41.55343044,377.353,Numb Pokémon,1000000,0.7,Donmelドンメル,50,322,fire,ground,24,3,0
Camerupt,"['Magma Armor', 'Solid Rock', 'Anger Point']",0.5,1,1,0,0.5,1,0.5,1,1,1,2,1,1,0.5,1,1,0.5,4,1,0,5,10,1,1,115,120,100,70,70,145,105,20,150,45.95395509,634,Eruption Pokémon,1000000,1.9,Bakuudaバクーダ,50,323,fire,ground,220,3,0
Torkoal,"['White Smoke', 'Drought', 'Shell Armor']",0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,0,0,6,9,3,0,90,85,140,70,70,85,70,20,90,51.17072191,546.667,Coal Pokémon,1000000,0.5,Cotoiseコータス,50,324,fire,,80.4,3,0
Spoink,"['Thick Fat', 'Own Tempo', 'Gluttony']",2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,0,0,2,13,3,0,74,25,35,70,60,70,80,60,255,41.55343044,402.353,Bounce Pokémon,800000,0.7,Banebooバネブー,50,325,psychic,,30.6,3,0
Grumpig,"['Thick Fat', 'Own Tempo', 'Gluttony']",2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,0,0,2,13,3,0,74,45,65,70,80,90,110,80,60,56.23818558,550,Manipulate Pokémon,800000,0.9,Boopigブーピッグ,50,326,psychic,,71.5,3,0
Spinda,"['Own Tempo', 'Tangled Feet', 'Contrary']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,16,1,0,98,60,60,70,60,60,60,60,255,41.55343044,432.353,Spot Panda Pokémon,800000,1.1,Patcheelパッチール,50,327,normal,,5,3,0
Trapinch,"['Hyper Cutter', 'Arena Trap', 'Sheer Force']",1,1,1,0,1,1,1,1,1,2,1,2,1,0.5,1,0.5,1,2,1,0,2,12,3,0,102,100,45,70,45,45,45,10,255,41.55343044,362.353,Ant Pit Pokémon,1059860,0.7,Nuckrarナックラー,50,328,ground,,15,3,0
Vibrava,['Levitate'],1,1,2,0,2,1,0.5,1,1,1,1,4,1,0.5,1,0.5,1,1,1,0,3,11,2,1,105,70,50,70,50,50,50,70,120,48.09585513,415,Vibration Pokémon,1059860,1.1,Vibravaビブラーバ,50,329,ground,dragon,15.3,3,0
Flygon,['Levitate'],1,1,2,0,2,1,0.5,1,1,1,1,4,1,0.5,1,0.5,1,1,1,0,3,11,2,1,105,100,80,70,80,80,80,100,45,60.48829123,603.333,Mystic Pokémon,1059860,2,Flygonフライゴン,50,330,ground,dragon,82,3,0
Cacnea,"['Sand Veil', 'Water Absorb']",2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,0,0,4,9,5,0,78,85,40,35,50,85,40,35,190,43.88363883,373.158,Cactus Pokémon,1059860,0.4,Saboneaサボネア,50,331,grass,,51.3,3,0
Cacturne,"['Sand Veil', 'Water Absorb']",4,0.5,1,0.5,2,2,2,2,0.5,0.5,0.5,2,1,2,0,1,1,0.5,1,0,6,4,6,1,109,115,60,35,70,115,60,55,60,56.23818558,520,Scarecrow Pokémon,1059860,1.3,Noctusノクタス,50,332,grass,dark,77.4,3,0
Swablu,"['Natural Cure', 'Cloud Nine']",0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,2,0,2,11,3,0,130,40,60,70,45,40,75,50,255,41.55343044,382.353,Cotton Bird Pokémon,600000,0.4,Tylttoチルット,50,333,normal,flying,1.2,3,0
Altaria,"['Natural Cure', 'Cloud Nine']",0.5,1,2,1,2,0.5,0.5,1,1,0.25,0,4,1,1,1,2,1,0.5,1,1,4,8,3,1,119,110,110,70,75,110,105,80,45,60.48829123,673.333,Humming Pokémon,600000,1.1,Tyltalisチルタリス,50,334,dragon,flying,20.6,3,0
Zangoose,"['Immunity', 'Toxic Boost']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,16,1,0,98,115,60,70,73,60,60,90,90,51.17072191,534.667,Cat Ferret Pokémon,600000,1.3,Zangooseザングース,50,335,normal,,40.3,3,0
Seviper,"['Shed Skin', 'Infiltrator']",0.5,1,1,1,0.5,0.5,1,1,1,0.5,2,1,1,0.5,2,1,1,1,0,0,5,11,2,0,88,100,60,70,73,100,60,65,90,51.17072191,534.667,Fang Snake Pokémon,1640000,2.7,Habunakeハブネーク,50,336,poison,,52.5,3,0
Lunatone,['Levitate'],2,2,1,1,1,1,0.5,0.5,2,2,2,1,0.5,0.5,0.5,1,2,2,0,0,5,6,7,0,78,55,65,70,90,95,85,70,45,60.48829123,543.333,Meteorite Pokémon,800000,1,Lunatoneルナトーン,,337,rock,psychic,168,3,0
Solrock,['Levitate'],2,2,1,1,1,1,0.5,0.5,2,2,2,1,0.5,0.5,0.5,1,2,2,0,0,5,6,7,0,78,95,85,70,90,55,65,70,45,60.48829123,543.333,Meteorite Pokémon,800000,1.2,Solrockソルロック,,338,rock,psychic,154,3,0
Barboach,"['Oblivious', 'Anticipation', 'Hydration']",1,1,1,0,1,1,0.5,1,1,4,1,1,1,0.5,1,0.5,0.5,1,1,0,4,12,0,1,113,48,43,70,50,46,41,60,190,43.88363883,361.158,Whiskers Pokémon,1000000,0.4,Dojoachドジョッチ,50,339,water,ground,1.9,3,0
Whiscash,"['Oblivious', 'Anticipation', 'Hydration']",1,1,1,0,1,1,0.5,1,1,4,1,1,1,0.5,1,0.5,0.5,1,1,0,4,12,0,1,113,78,73,70,110,76,71,60,75,53.33159079,546,Whiskers Pokémon,1000000,0.9,Namazunナマズン,50,340,water,ground,23.6,3,0
Corphish,"['Hyper Cutter', 'Shell Armor', 'Adaptability']",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,0,0,4,12,2,0,84,80,65,70,43,50,35,35,205,43.25720038,380.927,Ruffian Pokémon,1640000,0.6,Heiganiヘイガニ,50,341,water,,11.5,3,0
Crawdaunt,"['Hyper Cutter', 'Shell Armor', 'Adaptability']",2,0.5,1,2,2,2,0.5,1,0.5,2,1,0.5,1,1,0,1,0.5,0.5,1,0,6,6,5,0,114,120,85,70,63,90,55,55,155,45.65518551,541.871,Rogue Pokémon,1640000,1.1,Shizarigerシザリガー,50,342,water,dark,32.8,3,0
Baltoy,['Levitate'],2,2,1,0,1,0.5,1,1,2,2,1,2,1,0.5,0.5,0.5,1,2,1,0,4,7,6,0,104,40,55,70,40,40,70,55,255,41.55343044,372.353,Clay Doll Pokémon,1000000,0.5,Yajilonヤジロン,,343,ground,psychic,21.5,3,0
Claydol,['Levitate'],2,2,1,0,1,0.5,1,1,2,2,1,2,1,0.5,0.5,0.5,1,2,1,0,4,7,6,0,104,70,105,70,60,70,120,75,90,51.17072191,576.667,Clay Doll Pokémon,1000000,1.5,Nendollネンドール,,344,ground,psychic,108,3,0
Lileep,"['Suction Cups', 'Storm Drain']",2,1,1,0.5,1,2,1,1,1,1,1,2,0.5,1,1,1,2,1,0,0,2,12,4,0,72,41,77,70,66,61,87,23,45,60.48829123,438.333,Sea Lily Pokémon,600000,1,Lilylaリリーラ,88.1,345,rock,grass,23.8,3,0
Cradily,"['Suction Cups', 'Storm Drain']",2,1,1,0.5,1,2,1,1,1,1,1,2,0.5,1,1,1,2,1,0,0,2,12,4,0,72,81,97,70,86,81,107,43,45,60.48829123,578.333,Barnacle Pokémon,600000,1.5,Yuradleユレイドル,88.1,346,rock,grass,60.4,3,0
Anorith,"['Battle Armor', 'Swift Swim']",1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.5,1,2,2,2,0,0,2,13,3,0,74,95,50,70,45,40,50,75,45,60.48829123,438.333,Old Shrimp Pokémon,600000,0.7,Anopthアノプス,88.1,347,rock,bug,12.5,3,0
Armaldo,"['Battle Armor', 'Swift Swim']",1,1,1,1,1,1,1,1,1,1,1,1,0.5,0.5,1,2,2,2,0,0,2,13,3,0,74,125,100,70,75,70,80,45,45,60.48829123,578.333,Plate Pokémon,600000,1.5,Armaldoアーマルド,88.1,348,rock,bug,68.2,3,0
Feebas,"['Swift Swim', 'Oblivious', 'Adaptability']",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,0,0,4,12,2,0,84,15,20,70,20,10,55,80,255,41.55343044,272.353,Fish Pokémon,600000,0.6,Hinbassヒンバス,50,349,water,,7.4,3,0
Milotic,"['Marvel Scale', 'Competitive', 'Cute Charm']",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,0,0,4,12,2,0,84,60,79,70,95,100,125,81,60,56.23818558,620,Tender Pokémon,600000,6.2,Milokarossミロカロス,50,350,water,,162,3,0
Castform,['Forecast'],1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,16,1,0,98,70,70,70,70,70,70,70,45,60.48829123,503.333,Weather Pokémon,1000000,0.3,Powalenポワルン,50,351,normal,,0.8,3,0
Kecleon,"['Color Change', 'Protean']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,16,1,0,98,90,70,70,60,60,120,40,200,43.45879897,513,Color Swap Pokémon,1059860,1,Kakureonカクレオン,50,352,normal,,22,3,0
Shuppet,"['Insomnia', 'Frisk', 'Cursed Body']",0.5,2,1,1,1,0,1,1,2,1,1,1,0,0.5,1,1,1,1,2,0,2,12,2,0,132,75,35,35,44,63,33,45,225,42.51370769,332.667,Puppet Pokémon,800000,0.6,Kagebouzuカゲボウズ,50,353,ghost,,2.3,3,0
Banette,"['Insomnia', 'Frisk', 'Cursed Body']",0.5,2,1,1,1,0,1,1,2,1,1,1,0,0.5,1,1,1,1,2,0,2,12,2,0,132,165,75,35,64,93,83,75,45,60.48829123,603.333,Marionette Pokémon,800000,1.1,Juppetaジュペッタ,50,354,ghost,,12.5,3,0
Duskull,"['Levitate', 'Frisk']",0.5,2,1,1,1,0,1,1,2,1,1,1,0,0.5,1,1,1,1,2,0,2,12,2,0,132,40,90,35,20,30,90,25,190,43.88363883,333.158,Requiem Pokémon,800000,0.8,Yomawaruヨマワル,50,355,ghost,,15,3,0
Dusclops,"['Pressure', 'Frisk']",0.5,2,1,1,1,0,1,1,2,1,1,1,0,0.5,1,1,1,1,2,0,2,12,2,0,132,70,130,35,40,60,130,25,90,51.17072191,496.667,Beckon Pokémon,800000,1.6,Samayouruサマヨール,50,356,ghost,,30.6,3,0
Tropius,"['Chlorophyll', 'Solar Power', 'Harvest']",1,1,1,1,1,0.5,2,2,1,0.25,0,4,1,2,1,2,1,0.5,1,1,2,9,4,1,109,68,83,70,99,72,87,51,200,43.45879897,533,Fruit Pokémon,1250000,2,Tropiusトロピウス,50,357,grass,flying,100,3,0
Chimecho,['Levitate'],2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,0,0,2,13,3,0,74,50,80,70,75,95,90,65,45,60.48829123,538.333,Wind Chime Pokémon,800000,0.6,Chireanチリーン,50,358,psychic,,1,3,0
Absol,"['Pressure', 'Super Luck', 'Justified']",2,0.5,1,1,2,2,1,1,0.5,1,1,1,1,1,0,1,1,1,1,0,2,12,3,0,102,150,60,35,65,115,60,115,30,67.69924925,620,Disaster Pokémon,1059860,1.2,Absolアブソル,50,359,dark,,47,3,0
Wynaut,"['Shadow Tag', 'Telepathy']",2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1,0,0,2,13,3,0,74,23,48,70,95,23,48,23,125,47.6892186,334.8,Bright Pokémon,1000000,0.6,Sohnanoソーナノ,50,360,psychic,,14,3,0
Snorunt,"['Inner Focus', 'Ice Body', 'Moody']",1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1,0,0,1,13,4,0,68,50,50,70,50,50,50,50,190,43.88363883,373.158,Snow Hat Pokémon,1000000,0.7,Yukiwarashiユキワラシ,50,361,ice,,16.8,3,0
Glalie,"['Inner Focus', 'Ice Body', 'Moody']",1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1,0,0,1,13,4,0,68,120,80,70,80,120,80,100,75,53.33159079,658,Face Pokémon,1000000,1.5,Onigohriオニゴーリ,50,362,ice,,256.5,3,0
Spheal,"['Thick Fat', 'Ice Body', 'Oblivious']",1,1,1,2,1,2,1,1,1,2,1,0.25,1,1,1,2,1,0.5,0,1,1,12,4,0,80,40,50,70,70,55,50,25,255,41.55343044,362.353,Clap Pokémon,1059860,0.8,Tamazarashiタマザラシ,50,363,ice,water,39.5,3,0
Sealeo,"['Thick Fat', 'Ice Body', 'Oblivious']",1,1,1,2,1,2,1,1,1,2,1,0.25,1,1,1,2,1,0.5,0,1,1,12,4,0,80,60,70,70,90,75,70,45,120,48.09585513,485,Ball Roll Pokémon,1059860,1.1,Todogglerトドグラー,50,364,ice,water,87.6,3,0
Walrein,"['Thick Fat', 'Ice Body', 'Oblivious']",1,1,1,2,1,2,1,1,1,2,1,0.25,1,1,1,2,1,0.5,0,1,1,12,4,0,80,80,90,70,110,95,90,65,45,60.48829123,613.333,Ice Break Pokémon,1059860,1.4,Todoserugaトドゼルガ,50,365,ice,water,150.6,3,0
Clamperl,"['Shell Armor', 'Rattled']",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,0,0,4,12,2,0,84,64,85,70,35,74,55,32,255,41.55343044,417.353,Bivalve Pokémon,600000,0.4,Pearluluパールル,50,366,water,,52.5,3,0
Huntail,"['Swift Swim', 'Water Veil']",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,0,0,4,12,2,0,84,104,105,70,55,94,75,52,60,56.23818558,565,Deep Sea Pokémon,600000,1.7,Huntailハンテール,50,367,water,,27,3,0
Gorebyss,"['Swift Swim', 'Hydration']",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,0,0,4,12,2,0,84,84,105,70,55,114,75,52,60,56.23818558,565,South Sea Pokémon,600000,1.8,Sakurabyssサクラビス,50,368,water,,22.6,3,0
Relicanth,"['Swift Swim', 'Rock Head', 'Sturdy']",1,1,1,2,1,2,0.25,0.5,1,4,2,0.5,0.5,0.5,1,1,1,1,0,1,4,9,3,1,91,90,130,70,100,45,65,55,25,71.5338279,579,Longevity Pokémon,1250000,1,Glanthジーランス,88.1,369,water,rock,23.4,3,0
Luvdisc,"['Swift Swim', 'Hydration']",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,0,0,4,12,2,0,84,30,55,70,43,40,65,97,225,42.51370769,402.667,Rendezvous Pokémon,800000,0.6,Lovecusラブカス,24.6,370,water,,8.7,3,0
Bagon,"['Rock Head', 'Sheer Force']",1,1,2,0.5,2,1,0.5,1,1,0.5,1,2,1,1,1,1,1,0.5,0,0,4,11,3,0,82,75,60,35,45,40,30,50,45,60.48829123,348.333,Rock Head Pokémon,1250000,0.6,Tatsubayタツベイ,50,371,dragon,,42.1,3,0
Shelgon,"['Rock Head', 'Overcoat']",1,1,2,0.5,2,1,0.5,1,1,0.5,1,2,1,1,1,1,1,0.5,0,0,4,11,3,0,82,95,100,35,65,60,50,50,45,60.48829123,468.333,Endurance Pokémon,1250000,1.1,Komoruuコモルー,50,372,dragon,,110.5,3,0
Salamence,"['Intimidate', 'Moxie']",0.5,1,2,1,2,0.5,0.5,1,1,0.25,0,4,1,1,1,2,1,0.5,1,1,4,8,3,1,119,145,130,35,95,120,90,120,45,60.48829123,748.333,Dragon Pokémon,1250000,1.5,Bohmanderボーマンダ,50,373,dragon,flying,102.6,3,0
Beldum,"['Clear Body', 'Light Metal']",1,2,0.5,1,0.5,1,2,0.5,2,0.5,2,0.5,0.5,0,0.25,0.5,0.5,1,1,1,8,4,4,0,136,55,80,35,40,35,60,30,3,209.5903274,535,Iron Ball Pokémon,1250000,0.6,Dumbberダンバル,,374,steel,psychic,95.2,3,0
